D:/Sources/Other/renderdoc-profiler-counters/example.rdc - Frame #4294967295

 EID  | Event                                                         | Action #
11508 |           - DrawIndexedInstanced(3408, 35)                    | 2731  
11516 |           - DrawIndexedInstanced(3408, 89)                    | 2732  
11524 |           - DrawIndexedInstanced(3408, 15)                    | 2733  
11532 |           - DrawIndexedInstanced(384, 30)                     | 2734  
11540 |           - DrawIndexedInstanced(384, 39)                     | 2735  
11548 |           - DrawIndexedInstanced(384, 68)                     | 2736  
11556 |           - DrawIndexedInstanced(384, 48)                     | 2737  
11564 |           - DrawIndexedInstanced(384, 446)                    | 2738  
11572 |           - DrawIndexedInstanced(384, 104)                    | 2739  
11580 |           - DrawIndexedInstanced(384, 161)                    | 2740  
11588 |           - DrawIndexedInstanced(384, 454)                    | 2741  
11596 |           - DrawIndexedInstanced(384, 18)                     | 2742  
11604 |           - DrawIndexedInstanced(384, 65)                     | 2743  
11612 |           - DrawIndexedInstanced(384, 15)                     | 2744  
11620 |           - DrawIndexedInstanced(384, 10)                     | 2745  
11628 |           - DrawIndexedInstanced(384, 32)                     | 2746  
11636 |           - DrawIndexedInstanced(384, 67)                     | 2747  
11644 |           - DrawIndexedInstanced(384, 80)                     | 2748  
11652 |           - DrawIndexedInstanced(384, 75)                     | 2749  
11660 |           - DrawIndexedInstanced(384, 146)                    | 2750  
11668 |           - DrawIndexedInstanced(384, 124)                    | 2751  
11676 |           - DrawIndexedInstanced(384, 365)                    | 2752  
11684 |           - DrawIndexedInstanced(384, 103)                    | 2753  
11692 |           - DrawIndexedInstanced(384, 239)                    | 2754  
11700 |           - DrawIndexedInstanced(384, 192)                    | 2755  
11708 |           - DrawIndexedInstanced(384, 25)                     | 2756  
11716 |           - DrawIndexedInstanced(384, 61)                     | 2757  
11724 |           - DrawIndexedInstanced(384, 109)                    | 2758  
11732 |           - DrawIndexedInstanced(384, 86)                     | 2759  
11740 |           - DrawIndexedInstanced(384, 153)                    | 2760  
11748 |           - DrawIndexedInstanced(384, 420)                    | 2761  
11756 |           - DrawIndexedInstanced(384, 107)                    | 2762  
11764 |           - DrawIndexedInstanced(384, 147)                    | 2763  
11772 |           - DrawIndexedInstanced(384, 454)                    | 2764  
11780 |           - DrawIndexedInstanced(384, 13)                     | 2765  
11788 |           - DrawIndexedInstanced(384, 287)                    | 2766  
11796 |           - DrawIndexedInstanced(384, 40)                     | 2767  
11804 |           - DrawIndexedInstanced(384, 67)                     | 2768  
11812 |           - DrawIndexedInstanced(384, 115)                    | 2769  
11820 |           - DrawIndexedInstanced(384, 320)                    | 2770  
11828 |           - DrawIndexedInstanced(384, 99)                     | 2771  
11836 |           - DrawIndexedInstanced(384, 259)                    | 2772  
11844 |           - DrawIndexedInstanced(384, 325)                    | 2773  
11852 |           - DrawIndexedInstanced(384, 256)                    | 2774  
11860 |           - DrawIndexedInstanced(384, 26)                     | 2775  
11868 |           - DrawIndexedInstanced(384, 407)                    | 2776  
11876 |           - DrawIndexedInstanced(384, 228)                    | 2777  
11884 |           - DrawIndexedInstanced(384, 145)                    | 2778  
11892 |           - DrawIndexedInstanced(384, 63)                     | 2779  
11900 |           - DrawIndexedInstanced(384, 102)                    | 2780  
11908 |           - DrawIndexedInstanced(384, 98)                     | 2781  
11910 |         - RenderLoop.Draw                                     | 2782-3034
11925 |          \- DrawIndexedInstanced(384, 131)                    | 2782  
11933 |           - DrawIndexedInstanced(384, 144)                    | 2783  
11941 |           - DrawIndexedInstanced(384, 454)                    | 2784  
11949 |           - DrawIndexedInstanced(384, 185)                    | 2785  
11957 |           - DrawIndexedInstanced(384, 384)                    | 2786  
11965 |           - DrawIndexedInstanced(384, 25)                     | 2787  
11973 |           - DrawIndexedInstanced(384, 240)                    | 2788  
11981 |           - DrawIndexedInstanced(384, 119)                    | 2789  
11989 |           - DrawIndexedInstanced(384, 32)                     | 2790  
11997 |           - DrawIndexedInstanced(384, 76)                     | 2791  
12005 |           - DrawIndexedInstanced(384, 143)                    | 2792  
12013 |           - DrawIndexedInstanced(384, 133)                    | 2793  
12021 |           - DrawIndexedInstanced(384, 182)                    | 2794  
12029 |           - DrawIndexedInstanced(384, 205)                    | 2795  
12037 |           - DrawIndexedInstanced(384, 335)                    | 2796  
12045 |           - DrawIndexedInstanced(384, 2)                      | 2797  
12053 |           - DrawIndexedInstanced(384, 75)                     | 2798  
12061 |           - DrawIndexedInstanced(384, 154)                    | 2799  
12069 |           - DrawIndexedInstanced(384, 77)                     | 2800  
12077 |           - DrawIndexedInstanced(384, 174)                    | 2801  
12085 |           - DrawIndexedInstanced(384, 135)                    | 2802  
12093 |           - DrawIndexedInstanced(384, 95)                     | 2803  
12101 |           - DrawIndexedInstanced(384, 160)                    | 2804  
12109 |           - DrawIndexedInstanced(384, 255)                    | 2805  
12117 |           - DrawIndexedInstanced(384, 226)                    | 2806  
12125 |           - DrawIndexedInstanced(384, 63)                     | 2807  
12133 |           - DrawIndexedInstanced(384, 90)                     | 2808  
12141 |           - DrawIndexedInstanced(384, 134)                    | 2809  
12149 |           - DrawIndexedInstanced(384, 252)                    | 2810  
12157 |           - DrawIndexedInstanced(384, 445)                    | 2811  
12165 |           - DrawIndexedInstanced(384, 269)                    | 2812  
12173 |           - DrawIndexedInstanced(384, 65)                     | 2813  
12181 |           - DrawIndexedInstanced(384, 36)                     | 2814  
12189 |           - DrawIndexedInstanced(384, 2)                      | 2815  
12197 |           - DrawIndexedInstanced(384, 72)                     | 2816  
12205 |           - DrawIndexedInstanced(384, 135)                    | 2817  
12213 |           - DrawIndexedInstanced(384, 198)                    | 2818  
12221 |           - DrawIndexedInstanced(384, 27)                     | 2819  
12229 |           - DrawIndexedInstanced(384, 3)                      | 2820  
12237 |           - DrawIndexedInstanced(384, 97)                     | 2821  
12245 |           - DrawIndexedInstanced(384, 151)                    | 2822  
12253 |           - DrawIndexedInstanced(384, 3)                      | 2823  
12261 |           - DrawIndexedInstanced(384, 46)                     | 2824  
12282 |           - DrawIndexedInstanced(3006, 101)                   | 2825  
12290 |           - DrawIndexedInstanced(3006, 81)                    | 2826  
12298 |           - DrawIndexedInstanced(3006, 13)                    | 2827  
12306 |           - DrawIndexedInstanced(3006, 38)                    | 2828  
12314 |           - DrawIndexedInstanced(3006, 66)                    | 2829  
12322 |           - DrawIndexedInstanced(3006, 81)                    | 2830  
12330 |           - DrawIndexedInstanced(3006, 103)                   | 2831  
12338 |           - DrawIndexedInstanced(3006, 45)                    | 2832  
12346 |           - DrawIndexedInstanced(3006, 107)                   | 2833  
12354 |           - DrawIndexedInstanced(3006, 70)                    | 2834  
12362 |           - DrawIndexedInstanced(3006, 7)                     | 2835  
12370 |           - DrawIndexedInstanced(3006, 90)                    | 2836  
12378 |           - DrawIndexedInstanced(3006, 87)                    | 2837  
12386 |           - DrawIndexedInstanced(3006, 30)                    | 2838  
12394 |           - DrawIndexedInstanced(3006, 33)                    | 2839  
12402 |           - DrawIndexedInstanced(3006, 26)                    | 2840  
12410 |           - DrawIndexedInstanced(3006, 100)                   | 2841  
12418 |           - DrawIndexedInstanced(3006, 72)                    | 2842  
12426 |           - DrawIndexedInstanced(3006, 79)                    | 2843  
12434 |           - DrawIndexedInstanced(3006, 55)                    | 2844  
12442 |           - DrawIndexedInstanced(3006, 27)                    | 2845  
12450 |           - DrawIndexedInstanced(3006, 10)                    | 2846  
12458 |           - DrawIndexedInstanced(3006, 123)                   | 2847  
12466 |           - DrawIndexedInstanced(3006, 48)                    | 2848  
12474 |           - DrawIndexedInstanced(3006, 47)                    | 2849  
12482 |           - DrawIndexedInstanced(3006, 31)                    | 2850  
12490 |           - DrawIndexedInstanced(3006, 85)                    | 2851  
12496 |           - DrawIndexedInstanced(3006, 85)                    | 2852  
12504 |           - DrawIndexedInstanced(3006, 27)                    | 2853  
12512 |           - DrawIndexedInstanced(3006, 169)                   | 2854  
12520 |           - DrawIndexedInstanced(3006, 54)                    | 2855  
12526 |           - DrawIndexedInstanced(3006, 54)                    | 2856  
12534 |           - DrawIndexedInstanced(3006, 35)                    | 2857  
12542 |           - DrawIndexedInstanced(3006, 10)                    | 2858  
12550 |           - DrawIndexedInstanced(3006, 6)                     | 2859  
12558 |           - DrawIndexedInstanced(3006, 22)                    | 2860  
12566 |           - DrawIndexedInstanced(3006, 47)                    | 2861  
12574 |           - DrawIndexedInstanced(3006, 40)                    | 2862  
12582 |           - DrawIndexedInstanced(3006, 115)                   | 2863  
12590 |           - DrawIndexedInstanced(3006, 149)                   | 2864  
12598 |           - DrawIndexedInstanced(3006, 54)                    | 2865  
12606 |           - DrawIndexedInstanced(3006, 186)                   | 2866  
12614 |           - DrawIndexedInstanced(3006, 54)                    | 2867  
12622 |           - DrawIndexedInstanced(3006, 49)                    | 2868  
12630 |           - DrawIndexedInstanced(3006, 39)                    | 2869  
12638 |           - DrawIndexedInstanced(3006, 12)                    | 2870  
12646 |           - DrawIndexedInstanced(3006, 28)                    | 2871  
12654 |           - DrawIndexedInstanced(3006, 111)                   | 2872  
12662 |           - DrawIndexedInstanced(3006, 77)                    | 2873  
12670 |           - DrawIndexedInstanced(3006, 213)                   | 2874  
12678 |           - DrawIndexedInstanced(3006, 84)                    | 2875  
12686 |           - DrawIndexedInstanced(3006, 91)                    | 2876  
12694 |           - DrawIndexedInstanced(3006, 6)                     | 2877  
12700 |           - DrawIndexedInstanced(3006, 6)                     | 2878  
12708 |           - DrawIndexedInstanced(3006, 88)                    | 2879  
12716 |           - DrawIndexedInstanced(3006, 39)                    | 2880  
12724 |           - DrawIndexedInstanced(3006, 10)                    | 2881  
12732 |           - DrawIndexedInstanced(3006, 50)                    | 2882  
12740 |           - DrawIndexedInstanced(3006, 79)                    | 2883  
12748 |           - DrawIndexedInstanced(3006, 55)                    | 2884  
12756 |           - DrawIndexedInstanced(3006, 62)                    | 2885  
12764 |           - DrawIndexedInstanced(3006, 77)                    | 2886  
12772 |           - DrawIndexedInstanced(3006, 82)                    | 2887  
12780 |           - DrawIndexedInstanced(3006, 72)                    | 2888  
12788 |           - DrawIndexedInstanced(3006, 25)                    | 2889  
12796 |           - DrawIndexedInstanced(3006, 100)                   | 2890  
12804 |           - DrawIndexedInstanced(3006, 60)                    | 2891  
12812 |           - DrawIndexedInstanced(3006, 58)                    | 2892  
12820 |           - DrawIndexedInstanced(3006, 95)                    | 2893  
12828 |           - DrawIndexedInstanced(3006, 150)                   | 2894  
12836 |           - DrawIndexedInstanced(3006, 104)                   | 2895  
12844 |           - DrawIndexedInstanced(3006, 29)                    | 2896  
12852 |           - DrawIndexedInstanced(3006, 49)                    | 2897  
12860 |           - DrawIndexedInstanced(3006, 32)                    | 2898  
12868 |           - DrawIndexedInstanced(3006, 38)                    | 2899  
12876 |           - DrawIndexedInstanced(3006, 101)                   | 2900  
12884 |           - DrawIndexedInstanced(3006, 87)                    | 2901  
12892 |           - DrawIndexedInstanced(3006, 6)                     | 2902  
12900 |           - DrawIndexedInstanced(3006, 2)                     | 2903  
12922 |           - DrawIndexedInstanced(819, 10)                     | 2904  
12930 |           - DrawIndexedInstanced(1086, 17)                    | 2905  
12938 |           - DrawIndexedInstanced(1086, 3)                     | 2906  
12946 |           - DrawIndexed(1086)                                 | 2907  
12954 |           - DrawIndexedInstanced(1086, 2)                     | 2908  
12962 |           - DrawIndexedInstanced(1086, 12)                    | 2909  
12970 |           - DrawIndexedInstanced(1086, 6)                     | 2910  
12978 |           - DrawIndexedInstanced(1086, 363)                   | 2911  
12986 |           - DrawIndexedInstanced(1086, 36)                    | 2912  
12994 |           - DrawIndexedInstanced(1086, 378)                   | 2913  
13002 |           - DrawIndexedInstanced(1086, 252)                   | 2914  
13010 |           - DrawIndexedInstanced(1086, 360)                   | 2915  
13018 |           - DrawIndexedInstanced(1086, 84)                    | 2916  
13026 |           - DrawIndexedInstanced(1086, 132)                   | 2917  
13048 |           - DrawIndexed(1080)                                 | 2918  
13056 |           - DrawIndexedInstanced(1080, 12)                    | 2919  
13064 |           - DrawIndexed(1080)                                 | 2920  
13070 |           - DrawIndexed(1080)                                 | 2921  
13076 |           - DrawIndexed(1080)                                 | 2922  
13084 |           - DrawIndexedInstanced(1080, 2)                     | 2923  
13092 |           - DrawIndexedInstanced(1080, 10)                    | 2924  
13098 |           - DrawIndexedInstanced(1080, 10)                    | 2925  
13106 |           - DrawIndexedInstanced(1080, 2)                     | 2926  
13114 |           - DrawIndexed(1080)                                 | 2927  
13122 |           - DrawIndexedInstanced(1080, 2)                     | 2928  
13130 |           - DrawIndexed(1080)                                 | 2929  
13136 |           - DrawIndexed(1080)                                 | 2930  
13142 |           - DrawIndexed(1080)                                 | 2931  
13150 |           - DrawIndexedInstanced(1080, 22)                    | 2932  
13158 |           - DrawIndexedInstanced(1080, 31)                    | 2933  
13166 |           - DrawIndexedInstanced(1080, 5)                     | 2934  
13174 |           - DrawIndexed(1080)                                 | 2935  
13180 |           - DrawIndexed(1080)                                 | 2936  
13188 |           - DrawIndexedInstanced(1080, 2)                     | 2937  
13196 |           - DrawIndexed(1080)                                 | 2938  
13202 |           - DrawIndexed(1080)                                 | 2939  
13210 |           - DrawIndexedInstanced(1080, 24)                    | 2940  
13218 |           - DrawIndexedInstanced(1080, 13)                    | 2941  
13226 |           - DrawIndexedInstanced(1080, 2)                     | 2942  
13234 |           - DrawIndexed(1080)                                 | 2943  
13240 |           - DrawIndexed(1080)                                 | 2944  
13248 |           - DrawIndexedInstanced(1080, 2)                     | 2945  
13256 |           - DrawIndexedInstanced(1080, 3)                     | 2946  
13264 |           - DrawIndexed(1080)                                 | 2947  
13272 |           - DrawIndexedInstanced(1080, 2)                     | 2948  
13280 |           - DrawIndexed(1080)                                 | 2949  
13288 |           - DrawIndexedInstanced(1080, 3)                     | 2950  
13296 |           - DrawIndexedInstanced(1080, 5)                     | 2951  
13302 |           - DrawIndexedInstanced(1080, 5)                     | 2952  
13310 |           - DrawIndexedInstanced(1080, 2)                     | 2953  
13318 |           - DrawIndexedInstanced(1080, 3)                     | 2954  
13326 |           - DrawIndexedInstanced(1080, 2)                     | 2955  
13332 |           - DrawIndexedInstanced(1080, 2)                     | 2956  
13338 |           - DrawIndexedInstanced(1080, 2)                     | 2957  
13346 |           - DrawIndexedInstanced(1080, 15)                    | 2958  
13354 |           - DrawIndexedInstanced(1080, 34)                    | 2959  
13362 |           - DrawIndexed(1080)                                 | 2960  
13370 |           - DrawIndexedInstanced(1080, 13)                    | 2961  
13378 |           - DrawIndexedInstanced(1080, 28)                    | 2962  
13399 |           - DrawIndexedInstanced(744, 3)                      | 2963  
13407 |           - DrawIndexed(744)                                  | 2964  
13413 |           - DrawIndexed(744)                                  | 2965  
13421 |           - DrawIndexedInstanced(744, 10)                     | 2966  
13429 |           - DrawIndexed(744)                                  | 2967  
13437 |           - DrawIndexedInstanced(744, 2)                      | 2968  
13443 |           - DrawIndexedInstanced(744, 2)                      | 2969  
13451 |           - DrawIndexed(744)                                  | 2970  
13472 |           - DrawIndexedInstanced(519, 18)                     | 2971  
13480 |           - DrawIndexedInstanced(519, 35)                     | 2972  
13486 |           - DrawIndexedInstanced(519, 35)                     | 2973  
13494 |           - DrawIndexedInstanced(519, 31)                     | 2974  
13502 |           - DrawIndexedInstanced(519, 60)                     | 2975  
13510 |           - DrawIndexedInstanced(519, 4)                      | 2976  
13518 |           - DrawIndexedInstanced(519, 37)                     | 2977  
13539 |           - DrawIndexedInstanced(1188, 109)                   | 2978  
13547 |           - DrawIndexedInstanced(1188, 53)                    | 2979  
13555 |           - DrawIndexed(1188)                                 | 2980  
13563 |           - DrawIndexedInstanced(1188, 2)                     | 2981  
13569 |           - DrawIndexedInstanced(1188, 2)                     | 2982  
13575 |           - DrawIndexedInstanced(1188, 2)                     | 2983  
13583 |           - DrawIndexedInstanced(1188, 21)                    | 2984  
13591 |           - DrawIndexedInstanced(1188, 72)                    | 2985  
13599 |           - DrawIndexedInstanced(1188, 137)                   | 2986  
13607 |           - DrawIndexedInstanced(1188, 49)                    | 2987  
13615 |           - DrawIndexed(1188)                                 | 2988  
13621 |           - DrawIndexed(1188)                                 | 2989  
13627 |           - DrawIndexed(1188)                                 | 2990  
13633 |           - DrawIndexed(1188)                                 | 2991  
13641 |           - DrawIndexedInstanced(1188, 2)                     | 2992  
13649 |           - DrawIndexed(1188)                                 | 2993  
13657 |           - DrawIndexedInstanced(1188, 2)                     | 2994  
13665 |           - DrawIndexedInstanced(1188, 21)                    | 2995  
13673 |           - DrawIndexedInstanced(1188, 56)                    | 2996  
13681 |           - DrawIndexedInstanced(1188, 6)                     | 2997  
13689 |           - DrawIndexedInstanced(1188, 3)                     | 2998  
13697 |           - DrawIndexedInstanced(1188, 2)                     | 2999  
13703 |           - DrawIndexedInstanced(1188, 2)                     | 3000  
13711 |           - DrawIndexedInstanced(1188, 3)                     | 3001  
13719 |           - DrawIndexed(1188)                                 | 3002  
13727 |           - DrawIndexedInstanced(1188, 23)                    | 3003  
13735 |           - DrawIndexedInstanced(1188, 72)                    | 3004  
13743 |           - DrawIndexedInstanced(1188, 11)                    | 3005  
13751 |           - DrawIndexedInstanced(1188, 2)                     | 3006  
13757 |           - DrawIndexedInstanced(1188, 2)                     | 3007  
13765 |           - DrawIndexedInstanced(1188, 3)                     | 3008  
13773 |           - DrawIndexedInstanced(1188, 23)                    | 3009  
13781 |           - DrawIndexedInstanced(1188, 28)                    | 3010  
13789 |           - DrawIndexedInstanced(1188, 71)                    | 3011  
13797 |           - DrawIndexedInstanced(1188, 28)                    | 3012  
13805 |           - DrawIndexed(1188)                                 | 3013  
13813 |           - DrawIndexedInstanced(1188, 3)                     | 3014  
13821 |           - DrawIndexedInstanced(1188, 2)                     | 3015  
13829 |           - DrawIndexedInstanced(1188, 9)                     | 3016  
13837 |           - DrawIndexedInstanced(1188, 89)                    | 3017  
13845 |           - DrawIndexedInstanced(1188, 12)                    | 3018  
13853 |           - DrawIndexedInstanced(1188, 3)                     | 3019  
13859 |           - DrawIndexedInstanced(1188, 3)                     | 3020  
13867 |           - DrawIndexedInstanced(1188, 4)                     | 3021  
13875 |           - DrawIndexedInstanced(1188, 3)                     | 3022  
13883 |           - DrawIndexedInstanced(1188, 17)                    | 3023  
13891 |           - DrawIndexedInstanced(1188, 13)                    | 3024  
13899 |           - DrawIndexed(1188)                                 | 3025  
13905 |           - DrawIndexed(1188)                                 | 3026  
13911 |           - DrawIndexed(1188)                                 | 3027  
13919 |           - DrawIndexedInstanced(1188, 2)                     | 3028  
13927 |           - DrawIndexed(1188)                                 | 3029  
13933 |           - DrawIndexed(1188)                                 | 3030  
13939 |           - DrawIndexed(1188)                                 | 3031  
13945 |           - DrawIndexed(1188)                                 | 3032  
13951 |           - DrawIndexed(1188)                                 | 3033  
13957 |           - DrawIndexed(1188)                                 | 3034  
13959 |         - RenderLoop.DrawSRPBatcher                           | 3035-3068
13989 |          \- DrawIndexedInstanced(6072, 1)                     | 3035  
14025 |           - DrawIndexedInstanced(1056, 1)                     | 3036  
14028 |           - DrawIndexedInstanced(1056, 1)                     | 3037  
14031 |           - DrawIndexedInstanced(1056, 1)                     | 3038  
14034 |           - DrawIndexedInstanced(1056, 1)                     | 3039  
14037 |           - DrawIndexedInstanced(1056, 1)                     | 3040  
14045 |           - DrawIndexedInstanced(2004, 1)                     | 3041  
14048 |           - DrawIndexedInstanced(2004, 1)                     | 3042  
14051 |           - DrawIndexedInstanced(2004, 1)                     | 3043  
14054 |           - DrawIndexedInstanced(2004, 1)                     | 3044  
14057 |           - DrawIndexedInstanced(2004, 1)                     | 3045  
14060 |           - DrawIndexedInstanced(2004, 1)                     | 3046  
14063 |           - DrawIndexedInstanced(2004, 1)                     | 3047  
14099 |           - DrawIndexedInstanced(19374, 1)                    | 3048  
14102 |           - DrawIndexedInstanced(19374, 1)                    | 3049  
14105 |           - DrawIndexedInstanced(19374, 1)                    | 3050  
14108 |           - DrawIndexedInstanced(19374, 1)                    | 3051  
14111 |           - DrawIndexedInstanced(19374, 1)                    | 3052  
14114 |           - DrawIndexedInstanced(19374, 1)                    | 3053  
14117 |           - DrawIndexedInstanced(19374, 1)                    | 3054  
14124 |           - DrawIndexedInstanced(6984, 1)                     | 3055  
14127 |           - DrawIndexedInstanced(6984, 1)                     | 3056  
14130 |           - DrawIndexedInstanced(6984, 1)                     | 3057  
14133 |           - DrawIndexedInstanced(6984, 1)                     | 3058  
14136 |           - DrawIndexedInstanced(6984, 1)                     | 3059  
14139 |           - DrawIndexedInstanced(6984, 1)                     | 3060  
14142 |           - DrawIndexedInstanced(6984, 1)                     | 3061  
14149 |           - DrawIndexedInstanced(4920, 1)                     | 3062  
14152 |           - DrawIndexedInstanced(4920, 1)                     | 3063  
14155 |           - DrawIndexedInstanced(4920, 1)                     | 3064  
14158 |           - DrawIndexedInstanced(4920, 1)                     | 3065  
14161 |           - DrawIndexedInstanced(4920, 1)                     | 3066  
14168 |           - DrawIndexedInstanced(4635, 1)                     | 3067  
14175 |         - RenderLoop.DrawSRPBatcher                           | 3068-3316
14203 |          \- DrawIndexedInstanced(4635, 1)                     | 3068  
14206 |           - DrawIndexedInstanced(4635, 1)                     | 3069  
14209 |           - DrawIndexedInstanced(4635, 1)                     | 3070  
14212 |           - DrawIndexedInstanced(4635, 1)                     | 3071  
14247 |           - DrawIndexedInstanced(942, 1)                      | 3072  
14282 |           - DrawIndexedInstanced(4692, 1)                     | 3073  
14285 |           - DrawIndexedInstanced(4692, 1)                     | 3074  
14288 |           - DrawIndexedInstanced(4692, 1)                     | 3075  
14291 |           - DrawIndexedInstanced(4692, 1)                     | 3076  
14294 |           - DrawIndexedInstanced(4692, 1)                     | 3077  
14297 |           - DrawIndexedInstanced(4692, 1)                     | 3078  
14300 |           - DrawIndexedInstanced(4692, 1)                     | 3079  
14308 |           - DrawIndexedInstanced(3504, 1)                     | 3080  
14311 |           - DrawIndexedInstanced(3504, 1)                     | 3081  
14314 |           - DrawIndexedInstanced(3504, 1)                     | 3082  
14317 |           - DrawIndexedInstanced(3504, 1)                     | 3083  
14320 |           - DrawIndexedInstanced(3504, 1)                     | 3084  
14323 |           - DrawIndexedInstanced(3504, 1)                     | 3085  
14326 |           - DrawIndexedInstanced(3504, 1)                     | 3086  
14329 |           - DrawIndexedInstanced(3504, 1)                     | 3087  
14332 |           - DrawIndexedInstanced(3504, 1)                     | 3088  
14335 |           - DrawIndexedInstanced(3504, 1)                     | 3089  
14338 |           - DrawIndexedInstanced(3504, 1)                     | 3090  
14341 |           - DrawIndexedInstanced(3504, 1)                     | 3091  
14344 |           - DrawIndexedInstanced(3504, 1)                     | 3092  
14347 |           - DrawIndexedInstanced(3504, 1)                     | 3093  
14350 |           - DrawIndexedInstanced(3504, 1)                     | 3094  
14353 |           - DrawIndexedInstanced(3504, 1)                     | 3095  
14356 |           - DrawIndexedInstanced(3504, 1)                     | 3096  
14359 |           - DrawIndexedInstanced(3504, 1)                     | 3097  
14367 |           - DrawIndexedInstanced(2004, 1)                     | 3098  
14370 |           - DrawIndexedInstanced(2004, 1)                     | 3099  
14373 |           - DrawIndexedInstanced(2004, 1)                     | 3100  
14376 |           - DrawIndexedInstanced(2004, 1)                     | 3101  
14379 |           - DrawIndexedInstanced(2004, 1)                     | 3102  
14387 |           - DrawIndexedInstanced(2640, 1)                     | 3103  
14390 |           - DrawIndexedInstanced(2640, 1)                     | 3104  
14393 |           - DrawIndexedInstanced(2640, 1)                     | 3105  
14396 |           - DrawIndexedInstanced(2640, 1)                     | 3106  
14399 |           - DrawIndexedInstanced(2640, 1)                     | 3107  
14402 |           - DrawIndexedInstanced(2640, 1)                     | 3108  
14405 |           - DrawIndexedInstanced(2640, 1)                     | 3109  
14413 |           - DrawIndexedInstanced(1017, 1)                     | 3110  
14416 |           - DrawIndexedInstanced(1017, 1)                     | 3111  
14419 |           - DrawIndexedInstanced(1017, 1)                     | 3112  
14422 |           - DrawIndexedInstanced(1017, 1)                     | 3113  
14425 |           - DrawIndexedInstanced(1017, 1)                     | 3114  
14433 |           - DrawIndexedInstanced(2832, 1)                     | 3115  
14436 |           - DrawIndexedInstanced(2832, 1)                     | 3116  
14439 |           - DrawIndexedInstanced(2832, 1)                     | 3117  
14442 |           - DrawIndexedInstanced(2832, 1)                     | 3118  
14445 |           - DrawIndexedInstanced(2832, 1)                     | 3119  
14448 |           - DrawIndexedInstanced(2832, 1)                     | 3120  
14451 |           - DrawIndexedInstanced(2832, 1)                     | 3121  
14458 |           - DrawIndexedInstanced(1500, 1)                     | 3122  
14461 |           - DrawIndexedInstanced(1500, 1)                     | 3123  
14464 |           - DrawIndexedInstanced(1500, 1)                     | 3124  
14467 |           - DrawIndexedInstanced(1500, 1)                     | 3125  
14470 |           - DrawIndexedInstanced(1500, 1)                     | 3126  
14478 |           - DrawIndexedInstanced(1254, 1)                     | 3127  
14481 |           - DrawIndexedInstanced(1254, 1)                     | 3128  
14484 |           - DrawIndexedInstanced(1254, 1)                     | 3129  
14487 |           - DrawIndexedInstanced(1254, 1)                     | 3130  
14490 |           - DrawIndexedInstanced(1254, 1)                     | 3131  
14493 |           - DrawIndexedInstanced(1254, 1)                     | 3132  
14496 |           - DrawIndexedInstanced(1254, 1)                     | 3133  
14504 |           - DrawIndexedInstanced(801, 1)                      | 3134  
14507 |           - DrawIndexedInstanced(801, 1)                      | 3135  
14510 |           - DrawIndexedInstanced(801, 1)                      | 3136  
14513 |           - DrawIndexedInstanced(801, 1)                      | 3137  
14516 |           - DrawIndexedInstanced(801, 1)                      | 3138  
14550 |           - DrawIndexedInstanced(1080, 1)                     | 3139  
14553 |           - DrawIndexedInstanced(1080, 1)                     | 3140  
14556 |           - DrawIndexedInstanced(1080, 1)                     | 3141  
14564 |           - DrawIndexedInstanced(2004, 1)                     | 3142  
14567 |           - DrawIndexedInstanced(2004, 1)                     | 3143  
14570 |           - DrawIndexedInstanced(2004, 1)                     | 3144  
14573 |           - DrawIndexedInstanced(2004, 1)                     | 3145  
14576 |           - DrawIndexedInstanced(2004, 1)                     | 3146  
14579 |           - DrawIndexedInstanced(2004, 1)                     | 3147  
14582 |           - DrawIndexedInstanced(2004, 1)                     | 3148  
14585 |           - DrawIndexedInstanced(2004, 1)                     | 3149  
14588 |           - DrawIndexedInstanced(2004, 1)                     | 3150  
14591 |           - DrawIndexedInstanced(2004, 1)                     | 3151  
14594 |           - DrawIndexedInstanced(2004, 1)                     | 3152  
14597 |           - DrawIndexedInstanced(2004, 1)                     | 3153  
14600 |           - DrawIndexedInstanced(2004, 1)                     | 3154  
14603 |           - DrawIndexedInstanced(2004, 1)                     | 3155  
14606 |           - DrawIndexedInstanced(2004, 1)                     | 3156  
14609 |           - DrawIndexedInstanced(2004, 1)                     | 3157  
14612 |           - DrawIndexedInstanced(2004, 1)                     | 3158  
14615 |           - DrawIndexedInstanced(2004, 1)                     | 3159  
14618 |           - DrawIndexedInstanced(2004, 1)                     | 3160  
14621 |           - DrawIndexedInstanced(2004, 1)                     | 3161  
14624 |           - DrawIndexedInstanced(2004, 1)                     | 3162  
14627 |           - DrawIndexedInstanced(2004, 1)                     | 3163  
14630 |           - DrawIndexedInstanced(2004, 1)                     | 3164  
14633 |           - DrawIndexedInstanced(2004, 1)                     | 3165  
14668 |           - DrawIndexedInstanced(5100, 1)                     | 3166  
14671 |           - DrawIndexedInstanced(5100, 1)                     | 3167  
14674 |           - DrawIndexedInstanced(5100, 1)                     | 3168  
14681 |           - DrawIndexedInstanced(9225, 1)                     | 3169  
14684 |           - DrawIndexedInstanced(9225, 1)                     | 3170  
14687 |           - DrawIndexedInstanced(9225, 1)                     | 3171  
14694 |           - DrawIndexedInstanced(19374, 1)                    | 3172  
14697 |           - DrawIndexedInstanced(19374, 1)                    | 3173  
